"sample_date","approved_site_name","latitude","longitude","location_type","disease_present","pisaster_ochraceus","pycnopodia_helianthoides","pisaster_giganteus","pisaster_brevispinus","evasterias","patiria","strongylocentrotus_purpuratus","species_no_disease_evident","species_disease_evident","name","affiliation","additional_information","add_to_map"
"2018-05-17","Roads End","45.0257469","-124.01265","intertidal monitoring site","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE","NONE","Dick Vander Schaaf","The Nature Conservancy",NULL,"yes"
"2018-06-16","Roads End","45.0257469","-124.01265","intertidal monitoring site","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE","NONE","Dick Vander Schaaf","The Nature Conservancy",NULL,"yes"
"2018-07-14","Roads End","45.0257469","-124.01265","intertidal monitoring site","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE","NONE","Dick Vander Schaaf","The Nature Conservancy",NULL,"yes"
"2018-08-12","Roads End","45.0257469","-124.01265","intertidal monitoring site","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE","NONE","Dick Vander Schaaf","The Nature Conservancy",NULL,"yes"
"2014-10-08","Lincoln City; CoastWatch mile 245","45.02544","-124.01214","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Dick  Vander Schaaf","The Nature Conservancy","datasheets of sea star size (radius), disease category and counts available.  will be uploaded.","yes"
"2015-01-30","Roads End","45.0257469","-124.01265","intertidal monitoring site","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","no","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Dick Vander Schaaf","The Nature Conservancy","I have a spreadsheet of size and disease class for each sea star observed following MARINe protocol. I can submit this as you direct me. Dick","yes"
"2015-05-21","Roads End","45.0257469","-124.01265","intertidal monitoring site","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","no","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Dick Vander Schaaf","The Nature Conservancy","I have a spreadsheet of size and disease class for each sea star observed following MARINe protocol. I can submit this as you direct me. Dick","yes"
"2014-02-03","Roche Harbor Marina; Roche Harbor","48.609817","-123.15453","rocky intertidal","no","species not observed","no","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Morgan Eisenlord","Friday Harbor Laboratories, University of Washington",,"yes"
"2016-01-16","Rockaway Beach","47.59924","-122.49794","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Jane Hannuksela","Bainbridge Beach Naturalists","Entered by Laura Anderson","yes"
"2014-07-10","Rockaway Beach","47.59924","-122.49794","rocky intertidal","yes","yes","no","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Julie Leung","Bainbridge Beach Naturalists","Entered by Laura Anderson","yes"
"2014-12-22","Rockaway Beach","47.59924","-122.49794","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Julie Leung","Bainbridge Beach Naturalists","Entered by Laura Anderson","yes"
"2015-04-20","Rockaway Beach","47.59924","-122.49794","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Ann Kilby","Bainbridge Beach Naturalists","Only 3 stars. Entered by Laura Anderson","yes"
"2015-06-15","Rockaway Beach","47.59924","-122.49794","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Julie Leung","Bainbridge Beach Naturalists","Entered by Laura Anderson","yes"
"2016-12-12","Rockaway Beach","47.59924","-122.49794","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Julie Leung","Bainbridge Beach Naturalists","Entered by Laura Anderson","yes"
"2017-05-26","Rockaway Beach","47.59924","-122.49794","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Julie Leung","Bainbridge Beach Naturalists","Entered by Laura Anderson","yes"
"2017-12-31","Rockaway Beach","47.59924","-122.49794","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE","NONE","Jeff Adams; Julie Leung; Maradel Gale","Bainbridge Beach Naturalists",NULL,"yes"
"2018-06-16","Rockaway Beach","47.59924","-122.49794","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE","NONE","Jeff Adams; Julie Leung; Maradel Gale","Bainbridge Beach Naturalists",NULL,"yes"
"2019-01-21","Rockaway Beach","47.59924","-122.49794","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE","NONE","Jeff Adams; Julie Leung; Maradel Gale","Bainbridge Beach Naturalists",NULL,"yes"
"2013-12-30","Rockaway Beach","47.59924","-122.49794","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Melissa Miner","MARINe (UCSC)",,"yes"
"2013-11-07","Rockwater Secret Cove","49.5399096","-123.9788","unknown","yes","species not observed","species not observed","species not observed","yes","species not observed","species not observed","species not observed","NONE","Henricia spp","Jim Rossi","Capilano University",,"yes"
"2013-04-30","Rocky Point","42.71924","-124.46763","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Angela Johnson","PISCO (OSU)","200 seas stars sampled within 5-10X2m transects; 200 seas stars sampled within 5-10X2m transects","yes"
"2013-08-22","Rocky Point","42.71924","-124.46763","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Angela Johnson","PISCO (OSU)","200 seas stars sampled within 5-10X2m transects; 200 seas stars sampled within 5-10X2m transects","yes"
"2014-04-28","Rocky Point","42.71924","-124.46763","rocky intertidal","low","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Angela Johnson","PISCO (OSU)","First time we've seen advanced symptoms in p. ochraceus at this site.Of the 1075 individuals observed 4 had lesions. One of the individuals showed advanced signs, with a freshly missing leg and what one can only presume was it's missing leg laying right next to it.","yes"
"2014-05-18","Rocky Point","42.71924","-124.46763","rocky intertidal","low","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Angela Johnson","PISCO (OSU)","7/1117 showed signs","yes"
"2014-06-17","Rocky Point","42.71924","-124.46763","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Angel Johnson","PISCO (OSU)","198/626 sick","yes"
"2018-02-12","Rosario Beach","48.417217","-122.665178","rocky intertidal","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","Henricia spp.;","NONE (no additional sea stars observed showing disease symptoms);","Cresaya Lacy",,"I have visited this cove since before I could walk; and every year until my late teens (IÃ¢â‚¬â„¢m 35). My father studied at WWUÃ¢â‚¬â„¢s Marine Biology Station in the 70Ã¢â‚¬â„¢s. As a child through my early to mid teen years this same rocky intertidal zone had enormous numbers of sea stars of all varieties and colors. It was extremely rich and diverse in intertidal sea life; and a large variety of maturity; as well.. One caveat is that around 2001 3 buses of kids from the state park stripped 30 species from the rocks. The caretaker at WWU said this weekend that rangers filled 30 buckets with species that had been strewn about. So this area has been impacted prior to the sea star wasting. The park has been working to rehabilitate the area; and itÃ¢â‚¬â„¢s shoeing signs of recovery; but is just beginning; and vastly different in whatÃ¢â‚¬â„¢s present compared to my childhood; inclusive of the algae. ","yes"
"2014-06-18","Ross Islets; Bamfield","48.87365","-125.1592","rocky intertidal","yes","no","no","species not observed","species not observed","yes","no","species not observed","Dermasterias imbricata","NONE (no additional sea stars observed showing disease symptoms)","David Breault","Simon Fraser University, Bamfield Marine Sciences Centre","Surveyed transects 4m wide x 100m long 0.5m up from chart datum in the intertidal at low tide; recorded the start and end points of each transect; sampling within quadrats 4mx4m spaced 4m apart for the length of the transects.  7 E. troschelii wasting","yes"
"2014-09-11","Ross Islets; Bamfield","48.87365","-125.1592","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","Dermasterias imbricata","NONE (no additional sea stars observed showing disease symptoms)","David Breault","SFU","Site Surveyed in June and Sept 2014.  Abundances in June: 4 P. ochraceus; 7 D. imbricata; 6 P. helianthoides; 83 E. troschelii. Abundances in Sept: 3 P. ochraceus; 19 D. imbricata; 0 P. helianthoides; 0 E. troschelii. Prevalences in June: 0% in P. ochraceus; 3.7% in E. troschelii Prevalence in Sept: 66.7% in P. ochraceus","yes"
"2014-01-08","Roundhouse Marine Studies Lab and Aquarium","33.883383","-118.41462","captivity","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Fonseca Franco","Roundhouse Marine Studies Lab and Aquarium (volunteer)",,"yes"
"2014-01-16","Roundhouse Marine Studies Lab and Aquarium","33.883383","-118.41462","captivity","yes","yes","species not observed","yes","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Fonseca Franco","Roundhouse Marine Studies Lab and Aquarium (volunteer)",,"yes"
"2014-07-24","Rowley Rocks; Quatsino Inlet","50.4416","-128.0166","subtidal","yes","species not observed","species not observed","species not observed","yes","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Max Doner",,"""Reported to Ken Collins by recreational diver (Max Doner) after dive.  Reported """"several big Pisasters with twisted and blotchy and white arms"""".  Believe they were P. brevispinus but did not observe them personally.""","yes"
"2014-10-03","Ruby Beach","47.711863","-124.41693","sandy beach with sea stacks","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Lindsay Allen",NULL,NULL,"yes"
"2014-05-29","Commencement Bay South","47.2945426","-122.49725","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Joel Elliott","University of Puget Sound",NULL,"yes"
"2013-12-16","S Frenchys Cove","34.0065527","-119.41104","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Stephen Whitaker","MARINe (National Park Service)",,"yes"
"2014-06-26","S of Brunswick Beach","49.464483","-123.24052","subtidal","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","Dermasterias imbricata; Henricia spp; Mediaster aequalis; Stylasterias forreri","NONE",NULL,"Vancouver Aquarium",,"yes"
"2014-07-11","S of Brunswick Beach","49.464483","-123.24052","subtidal","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","Crossaster papposus; Henricia spp; Pteraster spp","NONE",NULL,"Vancouver Aquarium",,"yes"
"2014-06-15","Sporthaven Beach","42.034913","-124.26026","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Rosemarie Arbur",NULL,"Saw one sea star (Pisaster ochraceus) with striking symptoms (about 40% of its body was missing or severely collapsed; looked almost as if it were dissolving); saw about 15-20 sea stars that looked normal. Did not see any Sunflower Sea Stars in the area; which was unusual; since it's usually a place to find ~4 of them easily. Observation at about 7:40 a.m.; at low tide.","yes"
"2014-05-06","Bowen Island S Shore","49.3349472","-123.38946","subtidal","yes","yes","species not observed","species not observed","species not observed","yes","species not observed","species not observed","NONE","Dermasterias imbricata",NULL,"Vancouver Aquarium",,"yes"
"2014-01-29","Alki Point Beach","47.575","-122.419","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","no","species not observed","species not observed","Unknown sea star species","NONE (no additional sea stars observed showing disease symptoms)","Jeff Adams","WA Sea Grant","Entered by Laura Anderson; Unknown species are juveniles","yes"
"2013-10-05","Saanich Inlet","48.6100668","-123.5002","subtidal","no","species not observed","no","species not observed","species not observed","species not observed","species not observed","species not observed","NONE","NONE","Doug Biffard",,,"yes"
"2013-10-14","Saanich Inlet","48.6100668","-123.5002","subtidal","no","species not observed","no","species not observed","species not observed","species not observed","species not observed","species not observed","NONE","NONE","Alisa Preston via Neil McDaniel",,,"yes"
"2018-02-16","Abalone Cove","33.7377766","-118.37612","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","no","no","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Douglas Eernisse","Cal State Fullerton","image available if requested","yes"
"2013-09-15","Saddlebag North Cove","48.5371","-122.5547","rocky intertidal","no","no","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)",,"MARINe (CSUF), MARINE (PBERR)",,"yes"
"2014-06-25","Saddlebag North Cove","48.5371","-122.5547","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE","leptasterias spp",,"MARINe (UCSC)"," ","yes"
"2017-05-25","Saddlebag North Cove","48.5371","-122.5547","rocky intertidal","no","no","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE","NONE",,"MARINe (PBNERR)",NULL,"yes"
"2017-09-15","Saddlebag North Cove","48.5371","-122.5547","rocky intertidal","yes","no","species not observed","species not observed","species not observed","yes","species not observed","species not observed","Leptasterias spp","NONE",,"MARINe (PBNERR)",NULL,"yes"
"2018-05-30","Saddlebag North Cove","48.5371","-122.5547","rocky intertidal","no","no","species not observed","species not observed","species not observed","no","species not observed","species not observed","Leptasterias spp","NONE",,"MARINe (UCSC)",,"yes"
"2018-09-07","Saddlebag North Cove","48.5371","-122.5547","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE","NONE",,"MARINe (UCSC)",,"yes"
"2013-09-15","Saddlebag South East","48.5343","-122.5549","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)",,"MARINe (CSUF), MARINE (PBERR)",,"yes"
"2014-06-25","Saddlebag South East","48.5343","-122.5549","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE","leptasterias spp",,"MARINe (UCSC)"," ","yes"
"2017-05-25","Saddlebag South East","48.5343","-122.5549","rocky intertidal","yes","no","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE","Leptasterias spp",,"MARINe (PBNERR)",NULL,"yes"
"2017-09-15","Saddlebag South East","48.5343","-122.5549","rocky intertidal","no","no","species not observed","species not observed","species not observed","no","species not observed","species not observed","Leptasterias spp","NONE",,"MARINe (PBNERR)",NULL,"yes"
"2018-05-30","Saddlebag South East","48.5343","-122.5549","rocky intertidal","no","no","species not observed","species not observed","species not observed","no","species not observed","species not observed","Leptasterias spp","NONE",,"MARINe (UCSC)",,"yes"
"2018-09-07","Saddlebag South East","48.5343","-122.5549","rocky intertidal","no","no","species not observed","species not observed","species not observed","no","species not observed","species not observed","Leptasterias spp","NONE",,"MARINe (UCSC)",,"yes"
"2016-08-02","Sage Rock","57.0486997","-135.32314","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","Leptasterias spp.;","NONE (no additional sea stars observed showing disease symptoms);","Laura Anderson","MARINe (UCSC)",,"yes"
"2017-08-20","Sage Rock","57.0486997","-135.32314","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","Leptasterias spp.;","NONE (no additional sea stars observed showing disease symptoms);","Melissa Miner","MARINe (UCSC)","Sea star plots sampled. One Katharina appeared to have a lesion. Entered by MD.","yes"
"2017-07-25","Sage Rock","57.0486997","-135.32314","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Sofia Nicholson","Sitka Sound Science Center; Raven's Way","For this study; we used 8 quadrats (78 cm x 54 cm) along a 50 meter transect from low tide zone to high tide zone.. There were many more prey species (barnacles; mussels; and snails) than sea stars. Also; the habitat had a lot of gravel mixed with smaller rocks; if we had put the transect along a place with larger rocks;there might have been more sea stars.. We only observed two healthy Pisaster ochraceus sea stars total in our study area.","yes"
"2013-08-19","Sage Rock","57.0486997","-135.32314","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)",,"MARINe",,"yes"
"2018-08-13","Sage Rock","57.0486997","-135.32314","rocky intertidal","yes","no","species not observed","species not observed","species not observed","yes","species not observed","species not observed","NONE","Leptasterias spp",,"MARINe (UCSC)",,"yes"
"2014-09-08","Sage Rock","57.0486997","-135.32314","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)",,"Melissa Miner","MARINe (UCSC)","No sick P. ochraceus were seen in permanent plots (just a few outside). Lots of Leptasterias were sick. Counts of all species down in all plots.","yes"
"2016-05-23","Saint James Bay","58.577198","-135.184322","rocky intertidal","yes","species not observed","species not observed","species not observed","species not observed","yes","species not observed","species not observed","Leptasterias spp.;","NONE (no additional sea stars observed showing disease symptoms);","Art Kolter",,"MARINe staff;. This survey was conducted on foot during a low tide along a half mile stretch of rocky intertidal coast line near our campsite.. Disease rates for Evasterias were Ã¢â€°Â¤ 5% and mostly mildly diseased. Disease rates for Leptasterias were Ã¢â€°Â¤ 25% and ranged from mildly to severely diseased. If you have any questions regarding this survey please do not hesitate to contact us;. Art Kolter & Brenda Johnson. nwexplorerblog@gmail.com. (907) 780-4356. ","yes"
"2013-11-14","Sakinaw Rock ST","49.566975","-123.80509","subtidal","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE","Solaster spp","Neil McDaniel",,,"yes"
"2014-01-27","Sakinaw Rock ST","49.566975","-123.80509","subtidal","yes","no","yes","species not observed","yes","yes","species not observed","species not observed","Henricia spp; Lophaster spp; Orthasterias koehleri; Pteraster spp; Solaster spp","Crossaster papposus; Dermasterias imbricata; Solaster spp","Neil McDaniel",,,"yes"
"2014-07-13","Sakinaw Rock ST","49.566975","-123.80509","subtidal","yes","species not observed","yes","species not observed","species not observed","yes","species not observed","species not observed","Lophaster spp; Orthasterias koehleri; Pteraster spp","Crossaster papposus","Neil McDaniel",,,"yes"
"2014-07-22","Sakinaw Rock ST","49.566975","-123.80509","subtidal","yes","species not observed","yes","species not observed","species not observed","species not observed","species not observed","species not observed","Dermasterias imbricata","Crossaster papposus; Orthasterias koehleri","Neil McDaniel",,,"yes"
"2015-07-04","Sakinaw Rock ST","49.566975","-123.80509","subtidal","yes","species not observed","no","species not observed","no","no","species not observed","species not observed","Crossaster papposus; Dermasterias imbricata; Henricia spp.; Orthasterias koehleri; Pteraster tesselatus; Solaster spp.; Mediaster aequalis","Lophaster","Neil McDaniel",,"4 dives 5-25m. Lots of kelp. Lots of juvenile green urchins. Entered by Laura Anderson","yes"
"2015-10-21","Sakinaw Rock ST","49.566975","-123.80509","subtidal","yes","species not observed","no","species not observed","no","yes","species not observed","species not observed","Dermasterias imbricata; Henricia spp.; Orthasterias koehleri; Pteraster tesselatus; Solaster spp.; Lophaster furcilliger vexator; Hippasteria phrygiana; Mediaster aequalis","Crossaster papposus","Neil McDaniel","Neil McDaniel Photography and Cinematography","I made four dives at Sakinaw Rock, Sechelt Inlet, BC, on Oct. 20/21 last week. This is a submerged rocky reef that comes to within about 5 m of the surface. I surveyed the reef summit thoroughly and also had a look into deeper water down to about 25 m depth.The summit of this reef is at 49 34.023N x 123 48.208W.In the Ã¢â‚¬Å“good old daysÃ¢â‚¬Â two years ago before SSWD this was a very starry place with lots of big Pycnopodia and Solaster dawsoni as well as hundreds of Crossaster.The latest survey showed:Pycnopodia helianthoides: Nearly four hours of diving and only one small animal on the reef top to show for it. This species is not making any kind of sustained recovery here.  Solaster dawsoni: Fewer than 10 small (less than 6 cm diam.) observed. None with SSWD.  Crossaster papposus: Still hundreds scattered over the entire reef, but a significant number (estimated at 5%) with SSWD. A few animals that looked OK but with one or two slightly limp or twisted rays were tested by flipping them upside down. Healthy stars immediately initiate a righting response while sick ones show no righting response. See pics of specimen A.  Solaster stimpsoni: Only one small (8 cm diam.) specimen seen.Pisaster brevispinus: A few large specimens observed, one with coiled rays (see pic). Hard to tell if this animal had SSWD or not.Pisaster ochraceus: Did not dive shallow enough to find this species.Henricia spp.: Fairly common and none seen with SSWD. Evasterias troschelii: Common, with some large specimens (35 cm diam.). Found one separated ray due to SSWD (see pic).Lophaster furcilliger vexator: One specimen at depth of 25 m.Hippasteria phrygiana: Two specimens. One had a missing ray tip but not sure if a result of SSWD.Pteraster tesselatus: Small numbers, none with SSWD.Orthasterias koehleri: Several dozen, none with SSWD.Dermasterias imbricata: Common on reef and of large size (to 30 cm in diam.). None seen with SSWD.Mediaster aequalis: Several dozen observed. None with SSWD.Solaster endeca: There used to be small numbers on this reef. None seen this time. Entered by MR","yes"
"2015-11-20","Sakinaw Rock ST","49.566975","-123.80509","subtidal","yes","species not observed","species not observed","species not observed","species not observed","yes","species not observed","species not observed","Dermasterias imbricata; Orthasterias koehleri; Pteraster tesselatus; Solaster spp.; Mediaster aequalis","Crossaster papposus; Henricia spp.;","Neil McDaniel","Neil McDaniel Photography and Cinematography","A brief and not very encouraging update from Sakinaw Rock, Sechelt Inlet, BC on November 20, 2015. SSWD continues to kill sea stars on this reef despite much colder water temperatures than during the summer months. Crossaster papposus is the most abundant star on this reef. I saw perhaps a hundred during the dives and found three with SSWD, all in the shallows. I would estimate less than 5% of this species have obvious SSWD. Solaster dawsoni: found only one small specimen. There used to be dozens, large and small. Pycnopodia helianthoides: could not find a single specimen, even a small one! There used to be dozens, including some very large ones. Evasterias troschelii: a few on the reef, most looked OK, but I did find one large specimen (30 cm diam.) that had SSWD. Orthasterias koehleri: fairly common and none seen with SSWD. Pteraster tesselatus: a few on the reef, none seen with SSWD. Pisaster brevispinus: did not find a single specimen. Used to be quite common on the reef. Pisaster ochraceus: none on the reef top, but there could be some closer to shore in the shallows where I did not explore. Henricia spp.: lots of small H. leviuscula which were OK but my dive buddy Tom Sheldon found one Henricia which looks like H. aspera aspera with SSWD. This is the first time weÃ¢â‚¬â„¢ve seen this species affected. Dermasterias imbricata: Lots of large specimens, none with SSWD. Mediaster aequalis: small numbers, none with SSWD.Solaster endeca: used to be common here but none seen. Entered by MR from Neil email.","yes"
"2016-11-01","Sakinaw Rock ST","49.566975","-123.80509","subtidal","yes","no","yes","species not observed","no","no","species not observed","species not observed","Dermasterias imbricata; Henricia spp.; Orthasterias koehleri; Pteraster tesselatus; Solaster spp.; Mediaster aequalis; Lophaster furcilliger; Stylasterias forreri","Crossaster papposus;","Neil McDaniel","Neil McDaniel Photography and Cinematography","Three Crossaster were observed with SSWD on the reef summit although there were more than 100 apparently healthy specimens. One large (approx. 45 cm diam.) Pycnopodia was found dismembered from SSWD at a depth of 18 m. No other SSWD was observed. Entered by MD.","yes"
"2017-11-01","Sakinaw Rock ST","49.566975","-123.80509","subtidal","yes","no","yes","species not observed","no","no","species not observed","species not observed","Dermasterias imbricata; Henricia spp.; Orthasterias koehleri; Solaster spp.; Lophaster furcilliger","Crossaster papposus; Pteraster tesselatus; Mediaster aequalis","Neil McDaniel","Neil McDaniel Photography and Cinematography","Overall sea star abundance is well below what it was prior to late 2013. SSWD is still present; several Crossaster; one Pycnopodia and one Pteraster tesselatus were observed with the syndrome. The lack of large Pycnopodia has dramatically changed the ecology of the reef. Hordes of small green urchins have cropped virtually all of the kelp on the reef summit. Entered from email by MD.","yes"
"2015-02-25","Sakinaw Rock ST","49.566975","-123.80509","subtidal","yes","species not observed","no","species not observed","yes","no","species not observed","species not observed","Crossaster papposus; Dermasterias imbricata; Orthasterias koehleri; Pteraster tesselatus; Solaster spp.; Mediaster aequalis","NONE (no additional sea stars observed showing disease symptoms);","Neil McDaniel","Neil McDaniel Photography and Cinematography","I made four dives at Sakinaw Rock, Sechelt Inlet, BC on Feb. 24/25, 2016. I surveyed the reef from the shallowest peak down to about 90 feet and found only one star with obvious SSWD. I did not find any California cucumbers with signs of disease, although there are significant numbers of these showing up near Langdale in Howe Sound. Water temperature was 8.5 degrees C. . Lat/long for the reef is 49 34.058N x 123 48.249W. . Overall, the number of sea stars is still way down compared to pre-SSWD levels of 2013. Here are comments by species:. . Crossaster papposus: this is still the most numerous sea star on the reef. Saw well over 100. . Solastar dawsoni: saw none (once very common here). The juveniles seen on previous dives have disappeared. . Solaster stimpsoni: saw one small specimen. . Solaster endeca: used to be present here in modest numbers but none seen. . Pycnopodia helianthoides: found only one specimen, about 20 cm diameter in deeper (30 m) water (see pic). No juveniles seen on the reef top at all. . Evasterias troschelii: common, with some large individuals (30+ cm diam.). Several dozen seen. . Orthasterias koehleri: commonÃ¢â‚¬â€several dozen seen. . Pteraster tesselatus: about two dozen seen. . Pisaster brevispinus: about 20 seen. A couple of large ones 30 cm in diam. One large one with early signs of SSWD (see pic). . Pisaster ochraceus: none seen on reef. There are likely some in the shallows at the nearby islet. . Henricia spp.: several dozenÃ¢â‚¬â€perhaps 2 or 3 different species present. . Dermasterias imbricata: common with some large (30 cm diam.) individuals. . Mediaster aequalis: several dozen seen. . Lophaster furcilliger vexator: used to be present here in low numbers in deeper water but none seen.. Entered by MR","yes"
