"","X.1","X","longitude","latitude","begin","end","ID","season","year"
"1970",1970,1970,-119.66934,33.97762,"2005-08-31","2005-11-14","doi:10.6085/AA/VALXXX_015ADCP015R00_20050831.50.9",3,2005
"1971",1971,1971,-119.66934,33.97762,"2005-08-31","2005-11-14","doi:10.6085/AA/VALXXX_015ADCP015R00_20050831.50.6",3,2005
"1972",1972,1972,-119.66934,33.97762,"2005-08-31","2005-11-14","doi:10.6085/AA/VALXXX_015ADCP015R00_20050831.50.8",3,2005
"1973",1973,1973,-119.66934,33.97762,"2005-08-31","2005-11-14","doi:10.6085/AA/VALXXX_015ADCP015R00_20050831.50.4",3,2005
"1974",1974,1974,-119.66934,33.97762,"2005-08-31","2005-11-14","doi:10.6085/AA/VALXXX_015ADCP015R00_20050831.50.5",3,2005
"1975",1975,1975,-119.66934,33.97762,"2005-08-31","2005-11-14","doi:10.6085/AA/VALXXX_015ADCP015R00_20050831.50.7",3,2005
"1976",1976,1976,-119.670017,33.978317,"2005-08-31","2005-11-14","doi:10.6085/AA/VALXXX_015ADCP015R00_20050831.50.3",3,2005
"1977",1977,1977,-119.670017,33.978317,"2005-08-31","2005-11-14","doi:10.6085/AA/VALXXX_015ADCP015R00_20050831.50.2",3,2005
"1978",1978,1978,-120.60886,34.5459,"2001-08-02","2001-10-27","doi:10.6085/AA/ARGXXX_015ADCP015R00_20010802.50.4",3,2001
"1979",1979,1979,-120.3325,34.01501,"2007-01-25","2007-04-24","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070125.50.9",1,2007
"1980",1980,1980,-120.3325,34.01501,"2007-11-15","2008-02-27","doi:10.6085/AA/SMSXXX_015ADCP015R00_20071115.50.7",3,2008
"1981",1981,1981,-120.3325,34.01501,"2007-11-15","2008-02-27","doi:10.6085/AA/SMSXXX_015ADCP015R00_20071115.50.8",3,2008
"1982",1982,1982,-120.3325,34.01501,"2007-11-15","2008-02-27","doi:10.6085/AA/SMSXXX_015ADCP015R00_20071115.50.6",3,2008
"1983",1983,1983,-120.3325,34.01501,"2007-11-15","2008-02-27","doi:10.6085/AA/SMSXXX_015ADCP015R00_20071115.50.5",3,2008
"1984",1984,1984,-120.3325,34.01501,"2007-11-15","2008-02-27","doi:10.6085/AA/SMSXXX_015ADCP015R00_20071115.50.3",3,2008
"1985",1985,1985,-120.3325,34.01501,"2007-11-15","2008-02-27","doi:10.6085/AA/SMSXXX_015ADCP015R00_20071115.50.4",3,2008
"1986",1986,1986,-120.3325,34.01501,"2007-11-15","2008-02-27","doi:10.6085/AA/SMSXXX_015ADCP015R00_20071115.50.2",3,2008
"1987",1987,1987,-120.3325,34.01501,"2007-11-15","2008-02-27","doi:10.6085/AA/SMSXXX_015ADCP015R00_20071115.50.1",3,2008
"1988",1988,1988,-120.3325,34.01501,"2007-01-25","2007-04-24","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070125.50.5",1,2007
"1989",1989,1989,-120.3325,34.01501,"2007-01-25","2007-04-24","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070125.50.7",1,2007
"1990",1990,1990,-120.3325,34.01501,"2007-01-25","2007-04-24","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070125.50.6",1,2007
"1991",1991,1991,-120.3325,34.01501,"2007-01-25","2007-04-24","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070125.50.8",1,2007
"1992",1992,1992,-120.3325,34.01501,"2007-01-25","2007-04-24","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070125.50.4",1,2007
"1993",1993,1993,-120.3325,34.01501,"2007-01-25","2007-04-24","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070125.50.3",1,2007
"1994",1994,1994,-120.3325,34.01501,"2007-01-25","2007-04-24","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070125.50.2",1,2007
"1995",1995,1995,-120.332517,34.015917,"2007-01-25","2007-04-24","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070125.50.1",1,2007
"1996",1996,1996,-120.3325,34.01501,"2007-08-24","2007-11-08","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070824.50.9",3,2007
"1997",1997,1997,-120.3325,34.01501,"2007-08-24","2007-11-08","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070824.50.8",3,2007
"1998",1998,1998,-120.3325,34.01501,"2007-08-24","2007-11-08","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070824.50.6",3,2007
"1999",1999,1999,-120.3325,34.01501,"2007-08-24","2007-11-08","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070824.50.7",3,2007
"2000",2000,2000,-120.3325,34.01501,"2007-08-24","2007-11-08","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070824.50.4",3,2007
"2001",2001,2001,-120.3325,34.01501,"2007-08-24","2007-11-08","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070824.50.3",3,2007
"2002",2002,2002,-120.3325,34.01501,"2007-08-24","2007-11-08","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070824.50.5",3,2007
"2003",2003,2003,-120.3325,34.01501,"2007-08-24","2007-11-08","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070824.50.2",3,2007
"2004",2004,2004,-120.332517,34.015917,"2007-08-24","2007-11-08","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070824.50.1",3,2007
"2005",2005,2005,-120.3325,34.01501,"2008-02-27","2008-05-21","doi:10.6085/AA/SMSXXX_015ADCP015R00_20080227.50.8",1,2008
"2006",2006,2006,-120.3325,34.01501,"2008-02-27","2008-05-21","doi:10.6085/AA/SMSXXX_015ADCP015R00_20080227.50.7",1,2008
"2007",2007,2007,-120.3325,34.01501,"2008-02-27","2008-05-21","doi:10.6085/AA/SMSXXX_015ADCP015R00_20080227.50.5",1,2008
"2008",2008,2008,-120.3325,34.01501,"2008-02-27","2008-05-21","doi:10.6085/AA/SMSXXX_015ADCP015R00_20080227.50.6",1,2008
"2009",2009,2009,-120.3325,34.01501,"2008-02-27","2008-05-21","doi:10.6085/AA/SMSXXX_015ADCP015R00_20080227.50.2",1,2008
"2010",2010,2010,-120.3325,34.01501,"2008-02-27","2008-05-21","doi:10.6085/AA/SMSXXX_015ADCP015R00_20080227.50.3",1,2008
"2011",2011,2011,-120.3325,34.01501,"2008-02-27","2008-05-21","doi:10.6085/AA/SMSXXX_015ADCP015R00_20080227.50.1",1,2008
"2012",2012,2012,-120.3325,34.01501,"2008-02-27","2008-05-21","doi:10.6085/AA/SMSXXX_015ADCP015R00_20080227.50.4",1,2008
"2013",2013,2013,-121.9752,36.9386,"2002-08-06","2002-08-28","doi:10.6085/AA/SQP001_021ADCP020R00_20020805.50.1",2,2002
"2014",2014,2014,-121.9752,36.9377,"2002-08-06","2002-08-28","doi:10.6085/AA/SQP001_021ADCP020R00_20020805.50.2",2,2002
"2015",2015,2015,-121.9752,36.9377,"2002-08-06","2002-08-28","doi:10.6085/AA/SQP001_021ADCP020R00_20020805.50.3",2,2002
"2016",2016,2016,-121.9752,36.9377,"2002-08-06","2002-08-28","doi:10.6085/AA/SQP001_021ADCP020R00_20020805.50.4",2,2002
"2017",2017,2017,-124.057603,44.8583,"2004-05-12","2004-07-10","doi:10.6085/AA/LB15XX_015ADCP014R00_20040512.50.5",2,2004
"2018",2018,2018,-119.69602,34.0313,"2011-02-22","2011-07-26","doi:10.6085/AA/PELXXX_015ADCP015R00_20110222.50.1",1,2011
"2019",2019,2019,-124.100933,44.4991,"2005-04-26","2005-05-19","doi:10.6085/AA/SR15CX_015ADCP014R00_20050426.50.5",1,2005
"2020",2020,2020,-124.122152,44.3208,"2000-07-05","2000-09-23","doi:10.6085/AA/YB15XX_015ADCP014R00_20000705.50.5",2,2000
"2021",2021,2021,-124.100933,44.4991,"2005-06-22","2005-08-12","doi:10.6085/AA/SR15CX_015ADCP014R00_20050622.50.6",2,2005
"2022",2022,2022,-124.1248167,44.25756667,"2011-06-17","2011-08-22","doi:10.6085/AA/SH15XX_015ADCP018R01_20110617.50.1",2,2011
"2023",2023,2023,-124.1202167,44.32503333,"2009-04-07","2009-06-22","doi:10.6085/AA/YB15XX_015ADCP019R01_20090407.50.1",1,2009
"2024",2024,2024,-124.12505,44.25668333,"2008-04-11","2008-06-18","doi:10.6085/AA/SH15XX_015ADCP016R01_20080411.50.1",1,2008
"2025",2025,2025,-124.057603,44.8583,"2004-07-10","2004-09-28","doi:10.6085/AA/LB15XX_015ADCP014R00_20040710.50.5",2,2004
"2026",2026,2026,-124.1207,44.3217,"2006-04-12","2006-06-30","doi:10.6085/AA/YB15XX_015ADCP016R01_20060412.50.1",1,2006
"2027",2027,2027,-124.1207,44.3217,"2007-06-21","2007-09-05","doi:10.6085/AA/YB15XX_015ADCP017R01_20070621.50.1",2,2007
"2028",2028,2028,-124.0591667,44.85996667,"2009-06-23","2009-09-09","doi:10.6085/AA/LB15XX_015ADCP018R01_20090623.50.1",2,2009
"2029",2029,2029,-124.12105,44.31988333,"2008-06-26","2008-09-15","doi:10.6085/AA/YB15XX_015ADCP019R01_20080626.50.1",2,2008
"2030",2030,2030,-124.060283,44.858467,"2006-04-10","2006-06-28","doi:10.6085/AA/LB15XX_015ADCP018R01_20060410.50.1",1,2006
"2031",2031,2031,-124.102233,44.4994,"2002-06-27","2002-09-07","doi:10.6085/AA/SR15CX_015ADCP014R00_20020627.50.5",2,2002
"2032",2032,2032,-124.0574,44.8565,"2005-06-14","2005-08-10","doi:10.6085/AA/LB15CX_015ADCP014R00_20050614.50.5",2,2005
"2033",2033,2033,-124.0591667,44.85996667,"2011-06-15","2011-08-24","doi:10.6085/AA/LB15XX_015ADCP018R01_20110615.50.1",2,2011
"2034",2034,2034,-120.351,34.058,"2011-02-14","2011-06-27","doi:10.6085/AA/CUYXXX_015ADCP015R00_20110214.50.1",1,2011
"2035",2035,2035,-124.1248167,44.25756667,"2009-06-22","2009-09-06","doi:10.6085/AA/SH15XX_015ADCP016R01_20090622.50.1",2,2009
"2036",2036,2036,-120.3325,34.01501,"2010-08-12","2011-02-14","doi:10.6085/AA/SMSXXX_015ADCP015R00_20100812.50.1",3,2010
"2037",2037,2037,-124.1009667,44.49791667,"2009-06-18","2009-08-21","doi:10.6085/AA/SR15XX_015ADCP016R01_20090618.50.1",2,2009
"2038",2038,2038,-124.0591667,44.85996667,"2011-08-24","2011-09-16","doi:10.6085/AA/LB15XX_015ADCP017R01_20110824.50.1",3,2011
"2039",2039,2039,-124.0574,44.8565,"2005-04-25","2005-06-05","doi:10.6085/AA/LB15CX_015ADCP014R00_20050425.50.5",1,2005
"2040",2040,2040,-120.08,34.02,"2011-02-14","2011-07-19","doi:10.6085/AA/CTNXXX_015ADCP015R00_20110214.50.2",1,2011
"2041",2041,2041,-119.69602,34.0313,"2011-02-22","2011-07-26","doi:10.6085/AA/PELXXX_015ADCP015R00_20110222.50.2",1,2011
"2042",2042,2042,-120.63583,34.86919,"2010-10-19","2011-07-29","doi:10.6085/AA/PTSXXX_015ADCP015R00_20101019.50.2",1,2011
"2043",2043,2043,-120.03137,34.03849,"2006-01-25","2006-04-20","doi:10.6085/AA/BEAXXX_015ADCP015ROO_20060125.50.10",1,2006
"2044",2044,2044,-119.69602,34.0313,"2010-03-04","2010-07-06","doi:10.6085/AA/PELXXX_015ADCP015R00_20100304.50.1",1,2010
"2045",2045,2045,-119.85566,33.96617,"2009-11-10","2010-03-05","doi:10.6085/AA/MORXXX_015ADCP015R00_20091110.50.1",3,2010
"2046",2046,2046,-119.85566,33.96617,"2009-08-12","2009-11-10","doi:10.6085/AA/MORXXX_015ADCP015R00_20090812.50.1",3,2009
"2047",2047,2047,-119.66934,33.97762,"2009-05-19","2009-08-12","doi:10.6085/AA/VALXXX_015ADCP015R00_20090519.50.1",2,2009
"2048",2048,2048,-120.63583,34.86919,"2009-07-15","2009-11-03","doi:10.6085/AA/PTSXXX_015ADCP015R00_20090715.50.1",3,2009
"2049",2049,2049,-120.3325,34.01501,"2010-03-24","2010-08-12","doi:10.6085/AA/SMSXXX_015ADCP015R00_20100324.50.1",2,2010
"2050",2050,2050,-119.55941,34.05559,"2009-08-11","2009-11-09","doi:10.6085/AA/SCPXXX_015ADCP015R00_20090811.50.1",3,2009
"2051",2051,2051,-119.84111,34.06683,"2009-11-09","2010-03-05","doi:10.6085/AA/PROXXX_015ADCP015R00_20091109.50.1",3,2010
"2052",2052,2052,-119.69602,34.0313,"2010-08-02","2010-08-25","doi:10.6085/AA/PELXXX_015ADCP015R00_20100802.50.1",2,2010
"2053",2053,2053,-119.66934,33.97762,"2009-08-12","2009-11-10","doi:10.6085/AA/VALXXX_015ADCP015R00_20090812.50.1",3,2009
"2054",2054,2054,-122.08045,36.943421,"2010-05-13","2010-08-03","doi:10.6085/AA/TPT001_018ADCP018R00_20100513.50.1",2,2010
"2055",2055,2055,-120.6276,34.72602,"2009-11-03","2010-08-14","doi:10.6085/AA/PURXXX_015ADCP015R00_20091103.50.1",1,2010
"2056",2056,2056,-121.9448,36.558,"2008-10-20","2008-11-20","doi:10.6085/AA/SWC001_022ADCP021R00_20081020.50.1",3,2008
"2057",2057,2057,-122.08045,36.943421,"2009-05-14","2009-08-12","doi:10.6085/AA/TPT001_018ADCP018R00_20090514.50.1",2,2009
"2058",2058,2058,-120.351,34.058,"2011-02-14","2011-06-27","doi:10.6085/AA/CUYXXX_015ADCP015R00_20110214.50.2",1,2011
"2059",2059,2059,-119.66934,33.97762,"2011-09-30","2012-03-17","doi:10.6085/AA/VALXXX_015ADCP015R00_20110930.50.2",3,2011
"2060",2060,2060,-120.6276,34.72602,"2010-10-19","2011-04-04","doi:10.6085/AA/PURXXX_015ADCP015R00_20101019.50.2",3,2011
"2061",2061,2061,-120.6276,34.72602,"2011-05-05","2011-08-16","doi:10.6085/AA/PURXXX_015ADCP015R00_20110505.50.2",2,2011
"2062",2062,2062,-122.08045,36.943421,"2008-11-18","2009-02-13","doi:10.6085/AA/TPT001_018ADCP018R00_20081118.50.1",3,2008
"2063",2063,2063,-120.3325,34.01501,"2010-08-12","2011-02-14","doi:10.6085/AA/SMSXXX_015ADCP015R00_20100812.50.2",3,2010
"2064",2064,2064,-120.351,34.058,"2010-08-11","2011-02-14","doi:10.6085/AA/CUYXXX_015ADCP015R00_20100811.50.2",3,2010
"2065",2065,2065,-120.08,34.02,"2010-08-23","2011-02-14","doi:10.6085/AA/CTNXXX_015ADCP015R00_20100823.50.2",3,2010
"2066",2066,2066,-119.84111,34.06683,"2010-08-25","2011-02-22","doi:10.6085/AA/PROXXX_015ADCP015R00_20100825.50.2",3,2010
"2067",2067,2067,-119.85566,33.96617,"2011-02-22","2011-07-20","doi:10.6085/AA/MORXXX_015ADCP015R00_20110222.50.2",1,2011
"2068",2068,2068,-121.9448,36.558,"2010-03-04","2010-06-22","doi:10.6085/AA/SWC001_022ADCP021R00_20100304.50.1",1,2010
"2069",2069,2069,-120.31121,34.04017,"2006-04-10","2006-07-18","doi:10.6085/AA/BAYXXX_015ADCP015ROO_20060410.50.10",1,2006
"2070",2070,2070,-119.55941,34.05559,"2009-11-09","2010-02-24","doi:10.6085/AA/SCPXXX_015ADCP015R00_20091109.50.1",3,2010
"2071",2071,2071,-119.85566,33.96617,"2010-03-23","2010-08-23","doi:10.6085/AA/MORXXX_015ADCP015R00_20100323.50.1",2,2010
"2072",2072,2072,-119.84111,34.06683,"2010-03-23","2010-08-25","doi:10.6085/AA/PROXXX_015ADCP015R00_20100323.50.1",2,2010
"2073",2073,2073,-119.66934,33.97762,"2009-11-10","2010-03-02","doi:10.6085/AA/VALXXX_015ADCP015R00_20091110.50.1",3,2010
"2074",2074,2074,-120.3325,34.01501,"2011-02-14","2011-05-18","doi:10.6085/AA/SMSXXX_015ADCP015R00_20110214.50.2",1,2011
"2075",2075,2075,-119.55941,34.05559,"2011-02-28","2011-07-22","doi:10.6085/AA/SCPXXX_015ADCP015R00_20110228.50.2",1,2011
"2076",2076,2076,-119.85566,33.96617,"2010-08-23","2011-02-22","doi:10.6085/AA/MORXXX_015ADCP015R00_20100823.50.2",3,2010
"2077",2077,2077,-122.08045,36.943421,"2009-02-13","2009-05-13","doi:10.6085/AA/TPT001_018ADCP018R00_20090213.50.1",1,2009
"2078",2078,2078,-122.15845,36.972121,"2010-01-05","2010-04-07","doi:10.6085/AA/SHB001_021ADCP020R00_20100105.50.1",3,2010
"2079",2079,2079,-121.898647,36.62185,"2009-04-06","2009-06-30","doi:10.6085/AA/HMS001_020ADCP019R00_20090406.50.1",1,2009
"2080",2080,2080,-121.898647,36.62185,"2008-10-07","2009-01-06","doi:10.6085/AA/HMS001_020ADCP019R00_20081007.50.1",3,2008
"2081",2081,2081,-119.85566,33.96617,"2009-01-07","2009-04-20","doi:10.6085/AA/MORXXX_015ADCP015R00_20090107.50.1",3,2009
"2082",2082,2082,-120.351,34.058,"2009-01-15","2009-04-23","doi:10.6085/AA/CUYXXX_015ADCP015R00_20090115.50.1",1,2009
"2083",2083,2083,-122.08045,36.943421,"2009-08-12","2009-11-10","doi:10.6085/AA/TPT001_018ADCP018R00_20090812.50.4",3,2009
"2084",2084,2084,-120.63583,34.86919,"2008-09-30","2008-11-17","doi:10.6085/AA/PTSXXX_015ADCP015R00_20080930.50.1",3,2008
"2085",2085,2085,-121.898647,36.62185,"2007-05-09","2007-05-22","doi:10.6085/AA/HMS001_020ADCP019R00_20070509.50.1",1,2007
"2086",2086,2086,-121.898647,36.62185,"2008-09-02","2008-09-18","doi:10.6085/AA/HMS001_020ADCP019R00_20080902.50.1",3,2008
"2087",2087,2087,-121.9448,36.558,"2008-04-29","2008-07-25","doi:10.6085/AA/SWC001_022ADCP021R00_20080429.50.1",2,2008
"2088",2088,2088,-121.9448,36.558,"2007-08-31","2007-11-15","doi:10.6085/AA/SWC001_022ADCP021R00_20070831.50.1",3,2007
"2089",2089,2089,-121.9448,36.558,"2007-11-15","2007-12-05","doi:10.6085/AA/SWC001_022ADCP021R00_20071115.50.1",3,2007
"2090",2090,2090,-122.08045,36.943421,"2007-12-13","2008-03-04","doi:10.6085/AA/TPT001_018ADCP018R00_20071213.50.1",3,2008
"2091",2091,2091,-121.898647,36.62185,"2009-12-16","2010-03-16","doi:10.6085/AA/HMS001_020ADCP019R00_20091216.50.1",3,2010
"2092",2092,2092,-122.08045,36.943421,"2010-02-10","2010-05-13","doi:10.6085/AA/TPT001_018ADCP018R00_20100210.50.1",1,2010
"2093",2093,2093,-120.28998,34.46085,"2009-11-04","2010-03-17","doi:10.6085/AA/ALEXXX_015ADCP015R00_20091104.50.1",3,2010
"2094",2094,2094,-120.28998,34.46085,"2010-03-17","2010-07-26","doi:10.6085/AA/ALEXXX_015ADCP015R00_20100317.50.1",1,2010
"2095",2095,2095,-120.351,34.058,"2009-08-20","2010-03-24","doi:10.6085/AA/CUYXXX_015ADCP015R00_20090820.50.1",3,2009
"2096",2096,2096,-119.69602,34.0313,"2009-08-14","2009-11-06","doi:10.6085/AA/PELXXX_015ADCP015R00_20090814.50.1",3,2009
"2097",2097,2097,-120.08,34.02,"2010-03-24","2010-08-23","doi:10.6085/AA/CTNXXX_015ADCP015R00_20100324.50.1",2,2010
"2098",2098,2098,-119.85566,33.96617,"2009-05-18","2009-08-12","doi:10.6085/AA/MORXXX_015ADCP015R00_20090518.50.1",2,2009
"2099",2099,2099,-120.12842,33.89511,"2010-03-23","2010-08-17","doi:10.6085/AA/SRSXXX_015ADCP015R00_20100323.50.1",2,2010
"2100",2100,2100,-120.6276,34.72602,"2009-07-15","2009-10-22","doi:10.6085/AA/PURXXX_015ADCP015R00_20090715.50.1",3,2009
"2101",2101,2101,-120.3325,34.01501,"2009-08-20","2010-02-04","doi:10.6085/AA/SMSXXX_015ADCP015R00_20090820.50.1",3,2009
"2102",2102,2102,-120.08,34.02,"2009-08-20","2010-03-24","doi:10.6085/AA/CTNXXX_015ADCP015R00_20090820.50.1",3,2009
"2103",2103,2103,-120.60886,34.5459,"2009-07-15","2009-11-03","doi:10.6085/AA/ARGXXX_015ADCP015R00_20090715.50.1",3,2009
"2104",2104,2104,-120.12842,33.89511,"2009-08-20","2010-03-23","doi:10.6085/AA/SRSXXX_015ADCP015R00_20090820.50.1",3,2009
"2105",2105,2105,-119.69602,34.0313,"2009-05-13","2009-08-14","doi:10.6085/AA/PELXXX_015ADCP015R00_20090513.50.1",2,2009
"2106",2106,2106,-119.55941,34.05559,"2010-03-04","2010-08-25","doi:10.6085/AA/SCPXXX_015ADCP015R00_20100304.50.1",1,2010
"2107",2107,2107,-120.60886,34.5459,"2009-11-03","2010-01-18","doi:10.6085/AA/ARGXXX_015ADCP015R00_20091103.50.1",3,2009
"2108",2108,2108,-120.351,34.058,"2010-03-24","2010-08-11","doi:10.6085/AA/CUYXXX_015ADCP015R00_20100324.50.1",2,2010
"2109",2109,2109,-119.69602,34.0313,"2010-07-06","2010-08-02","doi:10.6085/AA/PELXXX_015ADCP015R00_20100706.50.1",2,2010
"2110",2110,2110,-119.66934,33.97762,"2010-03-05","2010-08-23","doi:10.6085/AA/VALXXX_015ADCP015R00_20100305.50.1",1,2010
"2111",2111,2111,-120.63583,34.86919,"2009-11-03","2010-08-13","doi:10.6085/AA/PTSXXX_015ADCP015R00_20091103.50.1",1,2010
"2112",2112,2112,-119.69602,34.0313,"2009-04-02","2009-05-13","doi:10.6085/AA/PELXXX_015ADCP015R00_20090402.50.1",1,2009
"2113",2113,2113,-120.3325,34.01501,"2007-05-07","2007-07-30","doi:10.6085/AA/SMSXXX_015ADCP015R00_20070507.50.1",2,2007
"2114",2114,2114,-120.28998,34.46085,"2010-07-26","2011-01-10","doi:10.6085/AA/ALEXXX_015ADCP015R00_20100726.50.2",3,2010
"2115",2115,2115,-120.12842,33.89511,"2011-02-22","2011-09-02","doi:10.6085/AA/SRSXXX_015ADCP015R00_20110222.50.2",1,2011
"2116",2116,2116,-122.08045,36.943421,"2008-08-28","2008-11-18","doi:10.6085/AA/TPT001_018ADCP018R00_20080828.50.1",3,2008
"2117",2117,2117,-122.15845,36.972121,"2008-11-30","2009-01-06","doi:10.6085/AA/SHB001_021ADCP020R00_20081130.50.1",3,2008
"2118",2118,2118,-121.898647,36.62185,"2009-01-06","2009-04-06","doi:10.6085/AA/HMS001_020ADCP019R00_20090106.50.5",3,2009
"2119",2119,2119,-119.55941,34.05559,"2008-08-21","2008-11-05","doi:10.6085/AA/SCPXXX_015ADCP015R00_20080821.50.1",3,2008
"2120",2120,2120,-120.28998,34.46085,"2009-04-08","2009-07-01","doi:10.6085/AA/ALEXXX_015ADCP015R00_20090408.50.1",1,2009
"2121",2121,2121,-121.898647,36.62185,"2009-09-24","2009-12-16","doi:10.6085/AA/HMS001_020ADCP019R00_20090924.50.1",3,2009
"2122",2122,2122,-121.898647,36.62185,"2009-06-30","2009-09-24","doi:10.6085/AA/HMS001_020ADCP019R00_20090630.50.1",2,2009
"2123",2123,2123,-119.69602,34.0313,"2008-06-25","2008-10-02","doi:10.6085/AA/PELXXX_015ADCP015R00_20080625.50.1",2,2008
"2124",2124,2124,-120.6276,34.72602,"2009-04-08","2009-07-15","doi:10.6085/AA/PURXXX_015ADCP015R00_20090408.50.1",1,2009
"2125",2125,2125,-122.08045,36.943421,"2009-11-10","2010-02-10","doi:10.6085/AA/TPT001_018ADCP018R00_20091110.50.1",3,2009
"2126",2126,2126,-120.63583,34.86919,"2009-04-08","2009-07-15","doi:10.6085/AA/PTSXXX_015ADCP015R00_20090408.50.1",1,2009
"2127",2127,2127,-122.15845,36.972121,"2009-07-08","2009-10-01","doi:10.6085/AA/SHB001_021ADCP020R00_20090708.50.1",2,2009
"2128",2128,2128,-119.55941,34.05559,"2008-03-13","2008-05-12","doi:10.6085/AA/SCPXXX_015ADCP015R00_20080313.50.1",1,2008
"2129",2129,2129,-119.55941,34.05559,"2009-02-18","2009-05-13","doi:10.6085/AA/SCPXXX_015ADCP015R00_20090218.50.1",1,2009
"2130",2130,2130,-120.60886,34.5459,"2008-11-17","2009-03-06","doi:10.6085/AA/ARGXXX_015ADCP015R00_20081117.50.1",3,2009
"2131",2131,2131,-120.351,34.058,"2008-07-08","2008-09-04","doi:10.6085/AA/CUYXXX_015ADCP015R00_20080708.50.1",2,2008
"2132",2132,2132,-119.84111,34.06683,"2008-03-05","2008-06-12","doi:10.6085/AA/PROXXX_015ADCP015R00_20080305.50.1",1,2008
"2133",2133,2133,-119.66934,33.97762,"2009-02-17","2009-03-04","doi:10.6085/AA/VALXXX_015ADCP015R00_20090217.50.1",3,2009
"2134",2134,2134,-119.66934,33.97762,"2008-09-09","2008-12-10","doi:10.6085/AA/VALXXX_015ADCP015R00_20080909.50.1",3,2008
"2135",2135,2135,-120.6276,34.72602,"2008-05-16","2008-09-15","doi:10.6085/AA/PURXXX_015ADCP015R00_20080516.50.1",2,2008
"2136",2136,2136,-122.15845,36.972121,"2009-10-05","2010-01-05","doi:10.6085/AA/SHB001_021ADCP020R00_20091005.50.1",3,2009
"2137",2137,2137,-122.15845,36.972121,"2009-01-09","2009-04-10","doi:10.6085/AA/SHB001_021ADCP020R00_20090109.50.1",3,2009
"2138",2138,2138,-122.15845,36.972121,"2009-04-10","2009-07-08","doi:10.6085/AA/SHB001_021ADCP020R00_20090410.50.1",1,2009
"2139",2139,2139,-120.28998,34.46085,"2008-08-13","2008-11-17","doi:10.6085/AA/ALEXXX_015ADCP015R00_20080813.50.1",3,2008
"2140",2140,2140,-119.55941,34.05559,"2008-05-27","2008-08-04","doi:10.6085/AA/SCPXXX_015ADCP015R00_20080527.50.1",2,2008
"2141",2141,2141,-120.60886,34.5459,"2007-11-05","2008-01-05","doi:10.6085/AA/ARGXXX_015ADCP015R00_20071105.50.1",3,2007
"2142",2142,2142,-119.69602,34.0313,"2008-10-02","2008-12-11","doi:10.6085/AA/PELXXX_015ADCP015R00_20081002.50.1",3,2008
"2143",2143,2143,-120.6276,34.72602,"2008-09-30","2008-11-17","doi:10.6085/AA/PURXXX_015ADCP015R00_20080930.50.1",3,2008
"2144",2144,2144,-120.63583,34.86919,"2008-05-16","2008-09-15","doi:10.6085/AA/PTSXXX_015ADCP015R00_20080516.50.1",2,2008
"2145",2145,2145,-120.28998,34.46085,"2009-07-23","2009-11-03","doi:10.6085/AA/ALEXXX_015ADCP015R00_20090723.50.1",3,2009
"2146",2146,2146,-120.60886,34.5459,"2008-05-16","2008-08-13","doi:10.6085/AA/ARGXXX_015ADCP015R00_20080516.50.1",2,2008
"2147",2147,2147,-119.69602,34.0313,"2008-12-11","2009-03-12","doi:10.6085/AA/PELXXX_015ADCP015R00_20081211.50.1",3,2009
"2148",2148,2148,-119.85566,33.96617,"2008-10-14","2009-01-07","doi:10.6085/AA/MORXXX_014ADCP015R00_20081014.50.1",3,2008
"2149",2149,2149,-119.66934,33.97762,"2008-12-10","2009-02-17","doi:10.6085/AA/VALXXX_015ADCP015R00_20081210.50.1",3,2009
"2150",2150,2150,-120.6276,34.72602,"2008-11-17","2009-03-22","doi:10.6085/AA/PURXXX_015ADCP015R00_20081117.50.1",3,2009
"2151",2151,2151,-120.63583,34.86919,"2008-09-15","2008-09-30","doi:10.6085/AA/PTSXXX_015ADCP015R00_20080915.50.1",3,2008
"2152",2152,2152,-119.85566,33.96617,"2009-04-20","2009-05-18","doi:10.6085/AA/MORXXX_015ADCP015R00_20090420.50.1",1,2009
"2153",2153,2153,-119.55941,34.05559,"2011-09-28","2012-02-23","doi:10.6085/AA/SCPXXX_015ADCP015R00_20110928.50.2",3,2011
"2154",2154,2154,-119.55941,34.05559,"2010-08-25","2010-12-15","doi:10.6085/AA/SCPXXX_015ADCP015R00_20100825.50.2",3,2010
